EntryNum	Species_CN	Species_Latin	Genus_CN	Genus_Latin	Family_CN	Family_Latin	DiseaseName	Viruses	Symptoms	Figures	Description
69	桃叶卫矛	Euonymus maackii	卫矛属(属		大戟科	Celastraceae		Euonymus  yellow  mosaic  associated  virus; Euonymus yellow vein  associated virus; 即桃叶卫矛黄脉病		1	桃叶卫矛别名白杜、丝绵木、明开夜合、丝棉木、华北卫矛，落叶小乔木，它的叶 形类似于桃叶，因此被称为桃叶卫矛。花萼裂片半圆形，花瓣长圆状倒卵形，蒴果倒圆心 形、粉红色，种子淡黄色，有红色假种皮，上端有小圆口，稍露出种子，是重要的园艺树 种，广泛分布于全国各省份。据报道其种子、根、树皮等具有丰富的经济及药用价值。
70	南蛇藤	Celastrus  orbiculatus	南蛇藤属(属		大戟科	Celastraceae		病叶中含有花椰菜花叶病毒		1	南蛇藤又名过山风、黄藤、苦树皮等，藤状灌木，在我国有着较为广泛的分布，主 要在我国东北、华北、西北、华东等地区，常见于丘陵、山沟及山坡灌丛之中。南蛇藤 植株姿态优美，藤茎壮观，具有较高的观赏价值。此外，南蛇藤还具有较高的药用价 值，以根、藤、叶及果入药，具有祛风除湿、通经止痛、活血解毒等功效，可治疗小儿 惊风、跌打扭伤、蛇虫咬伤。南蛇藤也是有名的纤维植物，树皮可制优质纤维，拉力 强，还可作为纺织和
71	旱芹	Apium graveolens	芹属(属		大戟科	Apiaceae				0	旱芹俗名芹菜、药芹，二年生或多年生草本，含有多种营养成分，具有极高的药用 价值。旱芹是我国重要的蔬菜之一，在我国南方和北方各省份广泛种植，常年种植面积 约60万公顷，年产量约2500万吨，生产量和消费量均较大。
74	三花槭	Acer triflorum	槭属(属		大戟科	Sapindaceae				3	叶槭又名糖槭、白蜡槭、美国槭、复叶槭、羽叶槭，落叶乔木，在我国辽宁、内 蒙古、河北、山东、河南、陕西、甘肃、新疆等多省份均有分布。它适应性强、耐寒、 耐旱、耐烟尘，生长速度较快，树冠广阔，树形优美，观赏性强，是东北地区常见的一 种园林、道路绿化树种及观赏植物。
75	黄栌	Cotinus  coggygria	黄栌属(属		漆树科	Anacardiaceae				1	黄栌俗称红叶、路木炸、浓茂树，落叶小乔木或灌木，为我国常见的红叶树种，在 园林造景中常以丛植的方式被配置在草坪或山坡上，也可作为荒山造林的先锋树种。黄  栌叶片在秋季会逐渐变为鲜艳夺目的红色，具有很强的观赏性，北京著名的香山红叶便  是由该树种形成。黄栌在园林绿化及造林绿化中应用广泛，在公园绿地、居住区绿地、 生态廊道等地种植较多，既可孤植进行点缀，也可与其他观赏树木搭配种植，还可进行 大面积群植
76	火炬树	Rhus typhina	盐麸木属(属		漆树科	Anacardiaceae				1	火炬树别名鹿角漆、火炬漆、加拿大盐肤木，落叶灌木或小乔木，原产于北美洲、 我国于1959年引入。火炬树具有适应性强、秋叶红艳、果序形似火炬等特点，因此被用 于园林中丛植以赏红叶和红果。火炬树是华北、西北等地主要的美化树种，也被用于干  旱瘠薄山区的造林绿化、护坡固堤及封滩固沙。
77	番木瓜	Carica papaya	番木瓜属(属		番木瓜科	Caricaceae		papaya  lethal  yellowing  virus; 察到番木瓜叶片畸形病; 番木瓜顶端坏死病毒; 番木瓜畸形花叶病毒; distortion  mosaic   virus; papaya   droopy  necrosis  virus; 和番木瓜致死黄化病毒; papaya  apical  necrosis  virus	发病初期叶片出现黄色斑驳和褪绿，中期叶片畸形变窄，严重  时整个叶片呈鸡爪状甚至死亡，产量下降(图77)。	0	番木瓜俗名树冬瓜、满山抛、番瓜、万寿果、木瓜，常绿软木质小乔木，原产于美 洲热带地区，广泛种植于世界热带和较温暖的亚热带地区，在我国福建南部、台湾、广 东、广西、云南南部等地已被广泛栽培。番木瓜浆果肉质，成熟时呈橙黄或黄色，果肉 柔软多汁，味香甜，营养丰富，具有很高的经济价值。
78	天竺葵	Pelargonium hortorum	天竺葵属(属		戕牛儿苗科	Geraniaceae				0	
79	老鹳草	Geranium  wilfordii	老鹳草属(属		戕牛儿苗科	Geraniaceae				0	老鹳草为多年生草本，分布于东北、华北、华东、华中、陕西、甘肃和四川等地， 常生长在低山林下、草甸处。老鹳草是我国传统中草药，有祛风活血、清热解毒等作 用，还有止泻止痢的功效。现代药理学研究表明，老鹳草煎剂及提取物具有抗菌、抗病 毒、抗氧化、保护肝肾、抗炎镇痛、抗肿瘤、降低血糖等生物活性。
80	垂序商陆	Phytolacca  americana	商陆属(属		商陆科	Phytolaccaceae		观察到垂序商陆黄斑驳病		1	垂序商陆，多年生宿根草本植物，多系野生，是一种生物量大、生长快、适应性强 的锰超积累植物，味苦，性寒，有毒，全草用药，亦可做农药。垂序商陆原产于北美洲 地区，作为药用植物和观赏植物引入我国，于1935年在我国浙江省杭州市首次被发现。 近年来，经过长期的适应生长，垂序商陆已在我国多省份逸生，成为果园、菜地的有害 杂草，侵入天然生态系统并显现出入侵性，已被列入中国外来入侵物种名单。此外，据 文献报道，
81	萝摩	Cynanchum  rostellatum	鹅绒藤属(属		夹竹桃科	Apocynaceae				0	萝摩俗名老鸱瓢、芄兰、斫合子、白环藤、羊婆奶、婆婆针落线包、羊角、天浆 壳，是多年生的藤蔓缠绕型草本植物，广泛分布于我国的东北、华北、华东等地区，生 长于农田、路边、山脚、河边、路旁灌木丛中。萝摩不仅具有极高的药用价值，还具有 一定的观赏价值，也可作为新型天然纺织纤维原料。
82	鸭跖草	Commelina  communis	鸭跖草属(属		鸭跖草科	Commelinaceae		brome mosaic virus; 鸭跖草上发现雀麦花叶病毒		1	鸭跖草别名碧竹子、翠蝴蝶、淡竹叶等， 一年生杂草，其叶形状似鸭掌，因此被称 为鸭跖草。鸭跖草在我国的云南、四川、甘肃以东的南方和北方的各省份都有分布，越  南、朝鲜、日本、俄罗斯远东地区以及北美洲也有分布。鸭跖草适应性强，耐旱性强， 常生长于田间、路旁、水池边及林下阴湿处等地。鸭跖草具有抑菌、抗炎等作用，还可  以食用，也具有较高的观赏价值。
84	圆叶牵牛	Ipomoea  purpurea	番薯属(属		旋花科	Convolvulaceae		sweet potato leaf curl virus; sweet potato virus; sweet potato chlorotic stunt virus; sweet  potato  symptomless  virus; sweet potato latent virus; sweet potato vein clearing virus; sweet  potato  virus; sweet potato feathery mottle virus		1	番薯又名红薯、甘薯、甜薯等，是一种块根植物，原产于南美洲、大安的列斯群岛 和小安的列斯群岛，现在全球热带以及亚热带地区广泛种植。番薯产量高、用途广、适 应性强，因此在我国各省份被广泛栽培，尤其是山东省、四川省、河南省和广东省栽培 较多，是我国重要的粮食作物，种植面积居世界首位。
85	萝卜	Raphanus   sativus	萝卜属(属		十字花科	Brassicaceae		Brassica  yellows  virus; youcai   mosaic   virus; Radish  yellow edge virus; radish  mosaic  virus; Brassica napus RNA virus; beet  western  yellows  virus; Raphanus  sativus  cryptic  virus		1	萝卜别称菜头、芦葩、莱菔、白萝卜、水萝卜等，二年或一年生草本植物，原产于 亚洲温带地区，目前，作为一种世界性蔬菜在世界各地被广泛种植。其直根肉质，长圆 形、球形或圆锥形，外皮为绿色、白色或红色，可作蔬菜食用，而种子、鲜根、枯根、 叶则可入药。
86	臭椿	Ailanthus altissima	臭椿属(属		十字花科	Simaroubaceae				1	臭椿别名樗、皮黑樗、黑皮樗、椿树、黑皮椿树等，落叶乔木，是原产于我国东 北、中部及台湾地区的常见速生材，在地理分布上以黄河流域为中心遍及全国。臭椿属 于喜阳植物，对于生长环境有一定的要求，其适应性极强，具有一定的抗寒性和抗旱 性，即使在较为干旱的地带也能迅速生长，具有很高的环保价值和观赏价值。
87	美人蕉	Canna  indica	美人蕉属(属		十字花科	Cannaceae		Canna yellow mottle  associated virus; sugarcane  mosaic  virus; Canna  yellow  streak  virus; 美人蕉黄斑驳病; Canna  yellow  mottle  virus		1	美人蕉又名蕉芋，多年生宿根类草本花卉，其花朵大，颜色艳丽，花期较长，在我 国南方和北方各地常作为园林绿化植物被广泛种植。此外，美人蕉还具有很好的污水净 化效果和较高的药用价值。
88	凤仙花	Impatiens balsamina	凤仙花属(属		十字花科	Balsaminaceae		impatiens  necrotic  spot  virus; 长叶车前花叶病毒; ribgrass mosaic virus; 命名为凤仙类烟草皱缩病毒		1	凤仙花，一年生草本花卉，种类多样，花色丰富艳丽，花期较长，是我国各地庭院 广泛栽培的观赏花卉。据统计，我国目前已知的凤仙花属植物共有352种，主要分布于 我国西南地区，以云南、四川、贵州、广西、西藏等几个省份为多。凤仙花本身带有一 种天然的红棕色色素，可作为天然色素加以利用，人们常将凤仙花瓣加明矾后捣碎来染 指甲。凤仙花还具有祛风除湿、活血化瘀、止痛的作用。
89	软枣猕猴桃	Actinidia arguta	猕猴桃属(属		猕猴桃科	Actinidiaceae				1	软枣猕猴桃俗名软枣子、紫果猕猴桃、心叶猕猴桃，大型落叶藤本植物，主产于我 国东北地区，既可作为观赏树种，又可作为果树。软枣猕猴桃富含维生素C,   被誉为果 中 “VC 之王”,果肉既可生食，也可制果酱、蜜饯、罐头和酿酒等，是营养价值很高的 食品。
90	枣	Ziziphus jujuba	枣属(属		猕猴桃科	Rhamnaceae				1	枣又称大枣、枣子、枣树、扎手树、红卵树，落叶小乔木，稀灌木，原产于我国， 在我国各个地区均有种植。枣果营养丰富，是人们喜爱的水果作物之一。枣树全身是  宝，枣叶、果、皮、木分别含有维生素、鞣料物质、单宁和枣酸及铁、锌等微量元素， 其加工制品有消炎、清血、活血的作用，具有独特的营养和药用价值。
91	堇菜属植物		堇菜属(属		堇菜科	Violaceae Batsch		害相关病毒为玫瑰黄脉病毒; viola yellow mottle virus; viola  mottle  virus		1	、 堇菜属植物为多年生草本，在全世界有500余种，主要分布于北温带。我国有110 余种，南方和北方各省份均有分布，常生长于湿草地、山坡草丛、灌丛、杂木林缘、田 野、宅旁等处。堇菜属植物普遍具有清热解毒、凉血消痈的功效，部分种类具有较高的 观赏价值。
92	黄檗	Phellodendron amurense	黄檗属(属		堇菜科	Rutaceae				1	黄檗又名檗木、黄菠萝等，落叶乔木，在我国主要分布于黑龙江、吉林、辽宁、河 北等省份，在其他国家如俄罗斯、朝鲜、日本等也有分布。黄檗木材有优良的防水性、 耐腐蚀性，纹路细腻，自然美观，可塑性强，常用于军事装备的生产、工业建筑的建  造、家具制造等。同时，黄檗又是极其珍贵的药用树种，其干燥树皮又被称为黄柏，具 有清热解毒、泻火燥湿的功效。
93	旱金莲	Tropaeolum  majus	旱金莲属(属		旱金莲科	Tropaeolaceae		旱金莲花叶病毒; nasturtium ring spot virus; nasturtium mosaic virus; Orthotospovirus		1	旱金莲又名金莲花、荷叶七， 一年生或多年生草本植物，原产于南美洲秘鲁、巴西 等地，我国广泛引种，将其作为庭院或温室观赏植物，在河北、江苏、福建、江西、广  东、广西、云南、贵州、四川、西藏等省份均有栽培，有时逸生。旱金莲的花有红、 黄、橘红和乳黄等颜色，盛开时如群蝶飞舞，极具观赏价值，可用于花坛、盆栽、吊 盆。旱金莲还有很好的药用价值，其花入药，具有清热解毒、止血、消炎等功效。
94	短尾铁线莲	Clematis  brevicaudata	铁线莲属(属		旱金莲科	Ranuculaceae		相关病毒为无花果花叶病毒; clematis yellow mottle virus		1	短尾铁线莲俗名连架拐、石通、林地铁线莲，多年生藤本植物，有“攀援皇后”之 美称。它具有较强的适应性、耐寒性和抗逆性，广泛分布于我国东北、华北、华东和西 南等地，常生长在半向阳的山沟或荆棘草丛处，伴生于黄荆、胡枝子、蛇莓、中华隐子 草等植物旁。短尾铁线莲的根部含有较为丰富的齐墩果酸，具有镇痛、消炎、杀菌作 用，在藏药领域中有着丰富的应用。
95	京山梅花	Philadelphus pekinensis	山梅花属(属		虎耳草科	Saxifragaceae				1	
96	雾水葛	Pouzolzia zeylanica	雾水葛属(属		尊麻科	Urticaceae		Pouzolzia golden mosaic virus; 受雾水葛菜豆金色花叶病毒; 和广东雾水葛花叶病毒; Pouzolzia mosaic Guangdong virus; 属雾水葛金色花叶病毒		1	雾水葛别名啜脓羔、贯菜、杜徐头等，生长于云南南部和东部、广西、广东、福 建、江西、浙江西部、安徽南部(黄山)、湖北、湖南、四川、甘肃南部。其性寒，味 甘淡，有清热利湿、解毒排脓之功效。
97	白屈菜	Chelidonium  majus	白屈菜属(属		尊麻科	Papaveraceae		tetterwort vein chlorosis virus; Chelidonium yellow mottle associated virus; Crinivirus		1	白屈菜别称地黄连、土黄连、断肠草，多年生草本植物，在我国的大部分地区均有 分布，生长于山坡地区、路旁或者石缝。白屈菜是一种著名的中草药，全草可入药，具 有镇痛、止咳、利尿、解毒等功效。除了在中药治疗方面可入药之外，白屈菜内含有的 生物碱在治疗癌症、呼吸道疾病等方面有着很好的治疗效果。
98	绣球	Hydrangea macrophylla	绣球属(属		绣球花科	Hydrangeaceae		Hydrangea   ringspot  virus	典型的PVX 病 毒结构。	1	绣球，灌木，叶倒卵形或宽椭圆 形，近球形或头状、伞房状、聚伞花 序，花大圆润，花期长，花色丰富，不 仅能用于园林绿化和家庭美化，还可作 为盆花、鲜切花、插花、干花及药用植 物，是重要的切花、盆花和园林绿化 植物。绣球每年都在我国各地大面积种 植，在花卉产业中占有重要地位。
99	紫茉莉	Mirabilis jalapa	紫茉莉属(属		紫茉莉科	Nyctaginaceae				1	
100	地毯草	Axonopus compressus	地毯草属(属		禾本科	Poaceae				1	地毯草别名大叶油草，是一种多年生草本植物，原产于美洲热带地区，全球其他热 带、亚热带地区有引种栽培。地毯草具有发达的匍匐根茎，抗逆性强，且能快速形成如 地毯状的优质草坪，在我国热带亚热带地区被广泛用于公共绿地草坪、水土保持和公路 护坡草坪。
