eppo_code	virus_name	photo_id	thumb_url	full_url	caption	photographer	photo_page
AMV000	Alfamovirus AMV	19433	https://gd.eppo.int/media/data/taxon/A/AMV000/pics/220x130/19433.jpg	https://gd.eppo.int/media/data/taxon/A/AMV000/pics/1024x0/19433.jpg	""	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/AMV000/photos
AMV000	Alfamovirus AMV	19432	https://gd.eppo.int/media/data/taxon/A/AMV000/pics/220x130/19432.jpg	https://gd.eppo.int/media/data/taxon/A/AMV000/pics/1024x0/19432.jpg	""	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/AMV000/photos
AMV000	Alfamovirus AMV	19436	https://gd.eppo.int/media/data/taxon/A/AMV000/pics/220x130/19436.jpg	https://gd.eppo.int/media/data/taxon/A/AMV000/pics/1024x0/19436.jpg	""	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/AMV000/photos
AMV000	Alfamovirus AMV	19434	https://gd.eppo.int/media/data/taxon/A/AMV000/pics/220x130/19434.jpg	https://gd.eppo.int/media/data/taxon/A/AMV000/pics/1024x0/19434.jpg	""	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/AMV000/photos
AMV000	Alfamovirus AMV	19435	https://gd.eppo.int/media/data/taxon/A/AMV000/pics/220x130/19435.jpg	https://gd.eppo.int/media/data/taxon/A/AMV000/pics/1024x0/19435.jpg	""	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/AMV000/photos
SCRV00	Alphacytorhabdovirus fragariarugosus	1535	https://gd.eppo.int/media/data/taxon/S/SCRV00/pics/220x130/1535.jpg	https://gd.eppo.int/media/data/taxon/S/SCRV00/pics/1024x0/1535.jpg	Symptoms in pot-grown strawberry plant.	Central Science Laboratory, York (GB) - British Crown.	https://gd.eppo.int/taxon/SCRV00/photos
SCRV00	Alphacytorhabdovirus fragariarugosus	1534	https://gd.eppo.int/media/data/taxon/S/SCRV00/pics/220x130/1534.jpg	https://gd.eppo.int/media/data/taxon/S/SCRV00/pics/1024x0/1534.jpg	Symptoms on a strawberry plant grown in a pot.	Dr Jelkmann, Biologische Bundesanstalt, Dossenheim (DE).	https://gd.eppo.int/taxon/SCRV00/photos
PHCMOV	Alphanucleorhabdovirus physostegiae	19750	https://gd.eppo.int/media/data/taxon/P/PHCMOV/pics/220x130/19750.jpg	https://gd.eppo.int/media/data/taxon/P/PHCMOV/pics/1024x0/19750.jpg	""	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/PHCMOV/photos
PYDV00	Alphanucleorhabdovirus tuberosum	1446	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/220x130/1446.jpg	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/1024x0/1446.jpg	Leaves of Chrysanthemum leucanthemum var. pinnatifidum showing symptoms produced by the form of PYDV which is transmitted by Agallia constricta (this form is also called constricta yellow dwarf virus or CYDV).	L.M. Black (US).	https://gd.eppo.int/taxon/PYDV00/photos
PYDV00	Alphanucleorhabdovirus tuberosum	1443	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/220x130/1443.jpg	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/1024x0/1443.jpg	Leafhopper vectors of PYDV; upper row: females, lower row: males. Species (from L to R): Aceratagallia sanguinolenta (SYDV vector), Agallia constricta (CYDV vector), Agalliopsis novella (transmits neither virus).	L.M. Black (US).	https://gd.eppo.int/taxon/PYDV00/photos
PYDV00	Alphanucleorhabdovirus tuberosum	1447	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/220x130/1447.jpg	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/1024x0/1447.jpg	Potato plant stunted by Potato yellow dwarf virus (PYDV) infection.	APS, St Paul (US).	https://gd.eppo.int/taxon/PYDV00/photos
PYDV00	Alphanucleorhabdovirus tuberosum	1445	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/220x130/1445.jpg	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/1024x0/1445.jpg	Later symptoms in potato showing dwarfing and apical yellowing as it often appears in the field.	Cornell University (US).	https://gd.eppo.int/taxon/PYDV00/photos
PYDV00	Alphanucleorhabdovirus tuberosum	1444	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/220x130/1444.jpg	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/1024x0/1444.jpg	PYDV infection showing severe cracking and malformation of potato tubers.	Cornell University (US).	https://gd.eppo.int/taxon/PYDV00/photos
PYDV00	Alphanucleorhabdovirus tuberosum	1442	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/220x130/1442.jpg	https://gd.eppo.int/media/data/taxon/P/PYDV00/pics/1024x0/1442.jpg	PYDV infection showing severe internal necrosis, cracking and malformation of potato tubers.	Cornell University (US).	https://gd.eppo.int/taxon/PYDV00/photos
LCHV20	Ampelovirus nanoavii	19468	https://gd.eppo.int/media/data/taxon/L/LCHV20/pics/220x130/19468.jpg	https://gd.eppo.int/media/data/taxon/L/LCHV20/pics/1024x0/19468.jpg	Little cherry virus 2 Virus collection Naktuinbouw Horst	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/LCHV20/photos
LCHV20	Ampelovirus nanoavii	950	https://gd.eppo.int/media/data/taxon/L/LCHV20/pics/220x130/950.jpg	https://gd.eppo.int/media/data/taxon/L/LCHV20/pics/1024x0/950.jpg	Reddening of the leaves of the indicator Canindex 1 (Prunus avium) after infection with little cherry disease, healthy control plants in the rear.	L. Kunze BBA, Dossenheim (DE).	https://gd.eppo.int/taxon/LCHV20/photos
LCHV20	Ampelovirus nanoavii	951	https://gd.eppo.int/media/data/taxon/L/LCHV20/pics/220x130/951.jpg	https://gd.eppo.int/media/data/taxon/L/LCHV20/pics/1024x0/951.jpg	Fruits of Prunus avium cv. Lambert with little cherry symptoms (left) and healthy fruits (right).	L. Kunze BBA, Dossenheim (DE).	https://gd.eppo.int/taxon/LCHV20/photos
APCF00	Apple chat fruit agent	10363	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/220x130/10363.jpg	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/1024x0/10363.jpg	Malus domestica 'Lord Lambourne' (indicator) infected with Apple chat fruit agent	Paul Martens	https://gd.eppo.int/taxon/APCF00/photos
APCF00	Apple chat fruit agent	2038	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/220x130/2038.jpg	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/1024x0/2038.jpg	Symptoms of apple chat fruit disease (two apples on the left).	""	https://gd.eppo.int/taxon/APCF00/photos
APCF00	Apple chat fruit agent	12077	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/220x130/12077.jpg	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/1024x0/12077.jpg	Apple chat fruit disease; left, heatlhy blossom; right, smaller greener blossom with orange/brown pollen	NPPO of the Netherlands	https://gd.eppo.int/taxon/APCF00/photos
APCF00	Apple chat fruit agent	10364	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/220x130/10364.jpg	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/1024x0/10364.jpg	Malus domestica 'Lord Lambourne' (indicator) infected with Apple chat fruit agent	Paul Martens	https://gd.eppo.int/taxon/APCF00/photos
APCF00	Apple chat fruit agent	12076	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/220x130/12076.jpg	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/1024x0/12076.jpg	Apple chat fruit disease; deformed fruit	NPPO of the Netherlands	https://gd.eppo.int/taxon/APCF00/photos
APCF00	Apple chat fruit agent	12075	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/220x130/12075.jpg	https://gd.eppo.int/media/data/taxon/A/APCF00/pics/1024x0/12075.jpg	Apple chat fruit disease; left 4 smaller deformed fruits; right 1 normal fruit	NPPO of the Netherlands	https://gd.eppo.int/taxon/APCF00/photos
AFL000	Apple flat limb agent	10359	https://gd.eppo.int/media/data/taxon/A/AFL000/pics/220x130/10359.jpg	https://gd.eppo.int/media/data/taxon/A/AFL000/pics/1024x0/10359.jpg	Malus domestica 'Roter Gravensteiner' (indicator) infected with Apple flat limb agent	Paul Martens	https://gd.eppo.int/taxon/AFL000/photos
AFL000	Apple flat limb agent	10360	https://gd.eppo.int/media/data/taxon/A/AFL000/pics/220x130/10360.jpg	https://gd.eppo.int/media/data/taxon/A/AFL000/pics/1024x0/10360.jpg	Malus domestica 'Roter Gravensteiner' (indicator) infected with Apple flat limb agent	Paul Martens	https://gd.eppo.int/taxon/AFL000/photos
AFCVD0	Apple fruit crinkle viroid	12660	https://gd.eppo.int/media/data/taxon/A/AFCVD0/pics/220x130/12660.jpg	https://gd.eppo.int/media/data/taxon/A/AFCVD0/pics/1024x0/12660.jpg	Flesh necrosis typical for apple (cv. Orin) infected with apple fruit crinkle viroid.	Teruo Sano	https://gd.eppo.int/taxon/AFCVD0/photos
AFCVD0	Apple fruit crinkle viroid	12661	https://gd.eppo.int/media/data/taxon/A/AFCVD0/pics/220x130/12661.jpg	https://gd.eppo.int/media/data/taxon/A/AFCVD0/pics/1024x0/12661.jpg	Crinkling of apple (cv. Orin) infected with apple fruit crinkle viroid.	Teruo Sano	https://gd.eppo.int/taxon/AFCVD0/photos
ARW000	Apple rubbery wood agent	10357	https://gd.eppo.int/media/data/taxon/A/ARW000/pics/220x130/10357.jpg	https://gd.eppo.int/media/data/taxon/A/ARW000/pics/1024x0/10357.jpg	Malus domestica 'Lord Lambourne' (indicator) infected with Apple rubbery wood agent	Paul Martens	https://gd.eppo.int/taxon/ARW000/photos
ARW000	Apple rubbery wood agent	10355	https://gd.eppo.int/media/data/taxon/A/ARW000/pics/220x130/10355.jpg	https://gd.eppo.int/media/data/taxon/A/ARW000/pics/1024x0/10355.jpg	Malus domestica 'Lord Lambourne' (indicator) infected with Apple rubbery wood agent	Paul Martens	https://gd.eppo.int/taxon/ARW000/photos
PBCVD0	Apscaviroid pustulapyri	19469	https://gd.eppo.int/media/data/taxon/P/PBCVD0/pics/220x130/19469.jpg	https://gd.eppo.int/media/data/taxon/P/PBCVD0/pics/1024x0/19469.jpg	Pear blister canker viroid Virus collection Naktuinbouw Horst	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/PBCVD0/photos
PBCVD0	Apscaviroid pustulapyri	19470	https://gd.eppo.int/media/data/taxon/P/PBCVD0/pics/220x130/19470.jpg	https://gd.eppo.int/media/data/taxon/P/PBCVD0/pics/1024x0/19470.jpg	Pear blister canker viroid Virus collection Naktuinbouw Horst	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/PBCVD0/photos
ASBVD0	Avsunviroid albamaculaperseae	17424	https://gd.eppo.int/media/data/taxon/A/ASBVD0/pics/220x130/17424.jpg	https://gd.eppo.int/media/data/taxon/A/ASBVD0/pics/1024x0/17424.jpg	ASBVd in fruit of avocado	Adelaida Stephany Hernández Valencia	https://gd.eppo.int/taxon/ASBVD0/photos
ASBVD0	Avsunviroid albamaculaperseae	17425	https://gd.eppo.int/media/data/taxon/A/ASBVD0/pics/220x130/17425.jpg	https://gd.eppo.int/media/data/taxon/A/ASBVD0/pics/1024x0/17425.jpg	ASBVd in fruit of avocado	Adelaida Stephany Hernández Valencia	https://gd.eppo.int/taxon/ASBVD0/photos
ASBVD0	Avsunviroid albamaculaperseae	17427	https://gd.eppo.int/media/data/taxon/A/ASBVD0/pics/220x130/17427.jpg	https://gd.eppo.int/media/data/taxon/A/ASBVD0/pics/1024x0/17427.jpg	ASBVd in tree shoot of avocado	Adelaida Stephany Hernández Valencia	https://gd.eppo.int/taxon/ASBVD0/photos
ASBVD0	Avsunviroid albamaculaperseae	17426	https://gd.eppo.int/media/data/taxon/A/ASBVD0/pics/220x130/17426.jpg	https://gd.eppo.int/media/data/taxon/A/ASBVD0/pics/1024x0/17426.jpg	ASBVd in fruit of avocado	Adelaida Stephany Hernández Valencia	https://gd.eppo.int/taxon/ASBVD0/photos
BBTV00	Babuvirus musae	16591	https://gd.eppo.int/media/data/taxon/B/BBTV00/pics/220x130/16591.jpg	https://gd.eppo.int/media/data/taxon/B/BBTV00/pics/1024x0/16591.jpg	Banana bunchy top virus	Parthasarathy Seethapathy	https://gd.eppo.int/taxon/BBTV00/photos
BBTV00	Babuvirus musae	16590	https://gd.eppo.int/media/data/taxon/B/BBTV00/pics/220x130/16590.jpg	https://gd.eppo.int/media/data/taxon/B/BBTV00/pics/1024x0/16590.jpg	Banana bunchy top virus	Parthasarathy Seethapathy	https://gd.eppo.int/taxon/BBTV00/photos
CHNMV0	Badnavirus tessellocastaneae	16495	https://gd.eppo.int/media/data/taxon/C/CHNMV0/pics/220x130/16495.jpg	https://gd.eppo.int/media/data/taxon/C/CHNMV0/pics/1024x0/16495.jpg	Mosaic yellows on sweet chestnut leaf.	Dario Ferrari	https://gd.eppo.int/taxon/CHNMV0/photos
GOVB00	Badnavirus venaribis	19475	https://gd.eppo.int/media/data/taxon/G/GOVB00/pics/220x130/19475.jpg	https://gd.eppo.int/media/data/taxon/G/GOVB00/pics/1024x0/19475.jpg	Ribes Gooseberry - vein banding associated virus	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/GOVB00/photos
GOVB00	Badnavirus venaribis	19476	https://gd.eppo.int/media/data/taxon/G/GOVB00/pics/220x130/19476.jpg	https://gd.eppo.int/media/data/taxon/G/GOVB00/pics/1024x0/19476.jpg	Ribes Gooseberry - vein banding associated virus	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/GOVB00/photos
GOVB00	Badnavirus venaribis	19477	https://gd.eppo.int/media/data/taxon/G/GOVB00/pics/220x130/19477.jpg	https://gd.eppo.int/media/data/taxon/G/GOVB00/pics/1024x0/19477.jpg	Ribes Gooseberry - vein banding associated virus	Wietse den Hartog NVWA (NPPO the Netherlands)	https://gd.eppo.int/taxon/GOVB00/photos
GVCV00	Badnavirus venavitis	13877	https://gd.eppo.int/media/data/taxon/G/GVCV00/pics/220x130/13877.jpg	https://gd.eppo.int/media/data/taxon/G/GVCV00/pics/1024x0/13877.jpg	Translucent vein-clearing, on Chardonel	Wenping Qiu (Missouri State University W.H. Darr College of Agriculture, 9740 Red Spring Road, Mountain Grove, MO 65711 USA)	https://gd.eppo.int/taxon/GVCV00/photos
GVCV00	Badnavirus venavitis	13880	https://gd.eppo.int/media/data/taxon/G/GVCV00/pics/220x130/13880.jpg	https://gd.eppo.int/media/data/taxon/G/GVCV00/pics/1024x0/13880.jpg	Healthy Chardonel vine - in comparison with a GVCV-infected vine (see other picture of a symptomatic plant) (June 2019)	Wenping Qiu (Missouri State University W.H. Darr College of Agriculture, 9740 Red Spring Road, Mountain Grove, MO 65711 USA)	https://gd.eppo.int/taxon/GVCV00/photos
GVCV00	Badnavirus venavitis	13879	https://gd.eppo.int/media/data/taxon/G/GVCV00/pics/220x130/13879.jpg	https://gd.eppo.int/media/data/taxon/G/GVCV00/pics/1024x0/13879.jpg	GVCV-infected Chardonel - in comparison with healthy one (see other picture of a healthy plant) (June 2019)	Wenping Qiu (Missouri State University W.H. Darr College of Agriculture, 9740 Red Spring Road, Mountain Grove, MO 65711 USA)	https://gd.eppo.int/taxon/GVCV00/photos
GVCV00	Badnavirus venavitis	13876	https://gd.eppo.int/media/data/taxon/G/GVCV00/pics/220x130/13876.jpg	https://gd.eppo.int/media/data/taxon/G/GVCV00/pics/1024x0/13876.jpg	GVCV-affected berry, on Chardonel	Wenping Qiu (Missouri State University W.H. Darr College of Agriculture, 9740 Red Spring Road, Mountain Grove, MO 65711 USA)	https://gd.eppo.int/taxon/GVCV00/photos
GVCV00	Badnavirus venavitis	13878	https://gd.eppo.int/media/data/taxon/G/GVCV00/pics/220x130/13878.jpg	https://gd.eppo.int/media/data/taxon/G/GVCV00/pics/1024x0/13878.jpg	Vein-clearing, on Chardonel	Wenping Qiu (Missouri State University W.H. Darr College of Agriculture, 9740 Red Spring Road, Mountain Grove, MO 65711 USA)	https://gd.eppo.int/taxon/GVCV00/photos
BLCV00	Beet leaf curl virus	297	https://gd.eppo.int/media/data/taxon/B/BLCV00/pics/220x130/297.jpg	https://gd.eppo.int/media/data/taxon/B/BLCV00/pics/1024x0/297.jpg	Severe form of Beet leaf curl virus in beet, showing death of older leaves.	Pflanzenschutzamt, Hannover, Germany.	https://gd.eppo.int/taxon/BLCV00/photos
BLCV00	Beet leaf curl virus	296	https://gd.eppo.int/media/data/taxon/B/BLCV00/pics/220x130/296.jpg	https://gd.eppo.int/media/data/taxon/B/BLCV00/pics/1024x0/296.jpg	Leaf of beet infected by the severe form of the virus showing crinkly lamina and swollen veins and petioles.	Pflanzenschutzamt, Hannover, Germany.	https://gd.eppo.int/taxon/BLCV00/photos
BLCV00	Beet leaf curl virus	295	https://gd.eppo.int/media/data/taxon/B/BLCV00/pics/220x130/295.jpg	https://gd.eppo.int/media/data/taxon/B/BLCV00/pics/1024x0/295.jpg	Symptoms caused by the severe form of Beet leaf curl virus in beet, showing crinkly new leaves curving inward and forming a compact bunch.	Pflanzenschutzamt, Hannover, Germany.	https://gd.eppo.int/taxon/BLCV00/photos
BLCV00	Beet leaf curl virus	298	https://gd.eppo.int/media/data/taxon/B/BLCV00/pics/220x130/298.jpg	https://gd.eppo.int/media/data/taxon/B/BLCV00/pics/1024x0/298.jpg	Piesma quadratum, vector of Beet leaf curl virus.	H. Kleinhempel, Germany.	https://gd.eppo.int/taxon/BLCV00/photos
BYVMV0	Begomovirus abelmoschusflavi	8651	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/220x130/8651.jpg	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/1024x0/8651.jpg	Symptoms of Bhendi yellow vein mosaic virus	Parthasarathy Seethapathy	https://gd.eppo.int/taxon/BYVMV0/photos
BYVMV0	Begomovirus abelmoschusflavi	15963	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/220x130/15963.jpg	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/1024x0/15963.jpg	Bhendi yellow vein mosaic virus symptoms	Thirunarayanan P	https://gd.eppo.int/taxon/BYVMV0/photos
BYVMV0	Begomovirus abelmoschusflavi	15962	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/220x130/15962.jpg	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/1024x0/15962.jpg	Bhendi yellow vein mosaic virus symptoms	Thirunarayanan P	https://gd.eppo.int/taxon/BYVMV0/photos
BYVMV0	Begomovirus abelmoschusflavi	15964	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/220x130/15964.jpg	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/1024x0/15964.jpg	Bhendi yellow vein mosaic virus symptom	Thirunarayanan P	https://gd.eppo.int/taxon/BYVMV0/photos
BYVMV0	Begomovirus abelmoschusflavi	15960	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/220x130/15960.jpg	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/1024x0/15960.jpg	Bhendi yellow vein mosaic virus symptoms	Thirunarayanan P	https://gd.eppo.int/taxon/BYVMV0/photos
BYVMV0	Begomovirus abelmoschusflavi	15959	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/220x130/15959.jpg	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/1024x0/15959.jpg	Bhendi yellow vein mosaic virus symptoms	Thirunarayanan P	https://gd.eppo.int/taxon/BYVMV0/photos
BYVMV0	Begomovirus abelmoschusflavi	15958	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/220x130/15958.jpg	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/1024x0/15958.jpg	Bhendi yellow vein mosaic virus symptoms	Thirunarayanan P	https://gd.eppo.int/taxon/BYVMV0/photos
BYVMV0	Begomovirus abelmoschusflavi	15961	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/220x130/15961.jpg	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/1024x0/15961.jpg	Bhendi yellow vein mosaic virus symptom	Thirunarayanan P	https://gd.eppo.int/taxon/BYVMV0/photos
BYVMV0	Begomovirus abelmoschusflavi	8652	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/220x130/8652.jpg	https://gd.eppo.int/media/data/taxon/B/BYVMV0/pics/1024x0/8652.jpg	Symptoms of Bhendi yellow vein mosaic virus	Parthasarathy Seethapathy	https://gd.eppo.int/taxon/BYVMV0/photos
PEYLCV	Begomovirus capsicumchinaense	6878	https://gd.eppo.int/media/data/taxon/P/PEYLCV/pics/220x130/6878.jpg	https://gd.eppo.int/media/data/taxon/P/PEYLCV/pics/1024x0/6878.jpg	PepYLCV in Capsicum annuum	Randi Jimenez	https://gd.eppo.int/taxon/PEYLCV/photos
CHILCU	Begomovirus chillicapsici	12232	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/220x130/12232.jpg	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/1024x0/12232.jpg	Symptoms on Capsicum annuum	Parthasarathy Seethapathy	https://gd.eppo.int/taxon/CHILCU/photos
CHILCU	Begomovirus chillicapsici	13266	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/220x130/13266.jpg	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/1024x0/13266.jpg	Symptoms on Capsicum annuum	Parthasarathy Seethapathy	https://gd.eppo.int/taxon/CHILCU/photos
CHILCU	Begomovirus chillicapsici	13265	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/220x130/13265.jpg	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/1024x0/13265.jpg	Symptoms on Capsicum annuum	Parthasarathy Seethapathy	https://gd.eppo.int/taxon/CHILCU/photos
CHILCU	Begomovirus chillicapsici	8886	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/220x130/8886.jpg	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/1024x0/8886.jpg	Symptoms on Capsicum annuum	Parthasarathy Seethapathy	https://gd.eppo.int/taxon/CHILCU/photos
CHILCU	Begomovirus chillicapsici	15965	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/220x130/15965.jpg	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/1024x0/15965.jpg	Symptom of Chilli leaf curl virus	Thirunarayanan P	https://gd.eppo.int/taxon/CHILCU/photos
CHILCU	Begomovirus chillicapsici	15968	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/220x130/15968.jpg	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/1024x0/15968.jpg	Symptom of Chilli leaf curl virus	Thirunarayanan P	https://gd.eppo.int/taxon/CHILCU/photos
CHILCU	Begomovirus chillicapsici	15967	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/220x130/15967.jpg	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/1024x0/15967.jpg	Symptom of Chilli leaf curl virus	Thirunarayanan P	https://gd.eppo.int/taxon/CHILCU/photos
CHILCU	Begomovirus chillicapsici	15966	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/220x130/15966.jpg	https://gd.eppo.int/media/data/taxon/C/CHILCU/pics/1024x0/15966.jpg	Symptom of Chilli leaf curl virus	Thirunarayanan P	https://gd.eppo.int/taxon/CHILCU/photos
TYLCV0	Begomovirus coheni	18534	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/18534.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/18534.jpg	Tomato yellow leaf curl virus symptom	Aya Mahgoub	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	18535	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/18535.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/18535.jpg	Tomato yellow leaf curl virus symptom	Aya Mahgoub	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	5146	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/5146.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/5146.jpg	Hybrid tomato infected by TYLCV	Basheer	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	5149	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/5149.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/5149.jpg	Hybrid tomato infected by TYLCV	Basheer	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	5147	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/5147.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/5147.jpg	Hybrid tomato infected by TYLCV	Basheer	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	10213	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/10213.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10213.jpg	Co-infection with TYLCV and ToBRFV on tomato (Israel, 2019)	Camille PICARD (EPPO)	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	10212	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/10212.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10212.jpg	Co-infection with TYLCV and ToBRFV on tomato (Israel, 2019)	Camille PICARD (EPPO)	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	10608	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/10608.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10608.jpg	Symptoms of TYLCV on tomato plant	Salvatore Davino	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	10613	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/10613.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10613.jpg	Symptoms of TYLCV on tomato plant	Salvatore Davino	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	10612	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/10612.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10612.jpg	Deformation of young leaves induced by TYLCV	Salvatore Davino	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	10611	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/10611.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10611.jpg	Symptoms of TYLCV on tomato leaves	Salvatore Davino	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	10609	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/10609.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10609.jpg	Interveinal yellowing on tomato leaves caused by TYLCV	Salvatore Davino	https://gd.eppo.int/taxon/TYLCV0/photos
TYLCV0	Begomovirus coheni	10607	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/220x130/10607.jpg	https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10607.jpg	Symptoms of TYLCV on tomato leaves	Salvatore Davino	https://gd.eppo.int/taxon/TYLCV0/photos
