(Indian) Mesta yellow vein mosaic virus
Abaca bunchy top virus
Abutilon golden mosaic virus
Abutilon mosaic Bolivia virus
Abutilon mosaic Brazil virus
Abutilon mosaic virus
Abutilon yellows virus
Aconitum latent virus
Actinidia chlorotic ringspot-associated virus
Actinidia seed borne latent virus
Actinidia virus 1
Actinidia virus A
Actinidia virus B
Actinidia virus X
Adonis mosaic virus
African cassava mosaic virus
African eggplant yellowing virus
African oil palm ringspot virus
African oil palm ringspot virus (NC)
Ageratum enation virus
Ageratum latent virus
Ageratum leaf curl Cameroon virus
Ageratum leaf curl virus
Ageratum yellow vein China virus
Ageratum yellow vein Hualien virus
Ageratum yellow vein Sri Lanka virus
Aglaonema bacilliform virus
Agropyron mosaic virus
Ahlum waterborne virus
Air ampelo virus 1
Alfalfa cryptic virus 1
Alfalfa dwarf cytorhabdovirus
Alfalfa enamovirus 1
Alfalfa mosaic virus
Alfalfa virus S
Alilum cepa amalgavirus 1
Alium cepa amalgavirus 2
Allamanda leaf curl virus
Alligatorweed stunting virus
Allium virus X
Alpinia mosaic virus
Alstroemeria mosaic virus
Alstroemeria necrotic streak virus
Alstroemeria virus X
Alstroemeria yellow spot virus
Alternanthera mild mosaic virus
Alternanthera mosaic virus
Alternanthera yellow vein virus
Amaranthus leaf mottle virus
Amazon lily mild mottle virus
Amazon lily mosaic virus
American hop latent virus
American plum line pattern virus
Ammi majus latent virus
Anagyris vein yellowing virus
Andean potato latent virus
Andean potato mottle virus
Anemone mosaic virus
Angelica virus Y
Angelonia flower break virus
Anthoxanthum latent blanching virus
Anthriscus yellows virus
Apple chlorotic leaf spot virus
Apple geminivirus 1
Apple green crinkle virus
Apple latent spherical virus
Apple luteo virus 1
Apple mosaic virus
Apple necrotic mosaic virus
Apple stem grooving virus
Apple stem pitting virus
Apple-associated luteovirus
Apricot latent ringspot virus
Apricot latent virus
Apricot pseudo-chlorotic leaf spot
Apricot vein clearing ass. virus
Arabidopsis latent virus 1
Arabis mosaic virus
Arachis pintoi virus
Araujia mosaic virus
Argeratum yellow vein virus
Arisaema potyvirus 1
Arisaema potyvirus 2
Arracacha latent virus
Arracacha mottle virus
Arracacha virus 1
Arracacha virus A
Arracacha virus B
Arracacha virus V
Artemisia virus A
Artichoke Aegean ringspot virus
Artichoke French latent virus
Artichoke Italian latent virus
Artichoke latent virus
Artichoke latent virus
Artichoke latent virus M
Artichoke latent virus S
Artichoke mottled crinkle virus
Artichoke yellow ringspot virus
Asclepias asymptomatic virus
Asian prunus virus 1
Asian prunus virus 2
Asian prunus virus 3
Asparagus virus 1
Asparagus virus 2
Asparagus virus 3
Atractylodes mild mottle virus
Atropa belladonna virus
Aubian wheat mosaic virus
Aucuba bacilliform virus
Axonopus compressus streak virus
Bacopa chlorosis virus
Bamboo mosaic virus
Banana bract mosaic virus
Banana bunchy top virus
Banana mild mosaic virus
Banana streak GF virus
Banana streak IM (Imové) virus
Banana streak MY (Mysore) virus
Banana streak OL virus
Banana streak UA (Uganda A) virus
Banana streak UI (Uganda I) virus
Banana streak UL (Uganda L) virus
Banana streak UM (Uganda M) virus
Banana streak VN (Vietnam) virus
Banana streak virus
Banana virus X
Barbacenia virus Y
Barley mild mosaic virus
Barley stripe mosaic virus
Barley virus G
Barley yellow dwarf virus
Barley yellow dwarf virus PAV-MA
Barley yellow dwarf virus PAV-RP
Barley yellow dwarf virus-PAS
Barley yellow dwarf virus-RMV
Barley yellow dwarf virus-RPV
Barley yellow dwarf virus-kerlI
Barley yellow dwarf virus-kerlII
Barley yellow dwarf-SGV
Barley yellow mosaic virus
Barley yellow striate mosaic cytorhabdovirus
Basella alba alphaendornavirus 1
Basella rugose mosaic virus
Bean calico mosaic virus
Bean common mosaic necrosis virus
Bean common mosaic virus
Bean curly dwarf mosaic virus
Bean dwarf mosaic virus
Bean golden mosaic virus
Bean golden yellow mosaic virus
Bean leaf crumple virus
Bean leafroll virus
Bean mild mosaic virus
Bean mild mosaic virus
Bean necrotic mosaic virus
Bean pod mottle virus
Bean rugose mosaic virus
Bean yellow disorder virus
Bean yellow mosaic virus
Bean-associated cytorhabdovirus
Beet black scorch virus
Beet chlorosis virus
Beet chlorosis virus (del)
Beet chlorosis virus 2a (NC)
Beet cryptic virus 1
Beet cryptic virus 3
Beet curly top Iran virus
Beet curly top virus
Beet leaf curl virus
Beet mild curly top virus
Beet mild yellowing virus
Beet mild yellowing virus (NC)
Beet mosaic virus
Beet necrotic yellow vein
Beet pseudoyellows virus
Beet ringspot virus
Beet severe curly virus
Beet soil-borne mosaic
Beet soil-borne virus
Beet soil-borne virus 2
Beet temperate virus
Beet virus Q
Beet western yellows virus
Beet western yellows virus (NC)
Beet yellow stunt virus
Beet yellows virus
Begonia flower breaking virus
Bell pepper alphaendornavirus
Bell pepper mottle virus
Belladonna mottle virus
Bellflower vein chlorosis virus
Bellﬂower veinal mottle virus
Bermuda grass etched-line virus
Bermuda grass latent virus
Bhendi yellow vein Bhubhaneswar virus
Bhendi yellow vein mosaic virus
Bidens mosaic virus
Bidens mottle virus
Birch leaf roll-associated virus
Birdsfoot trefoil enamovirus 1
Bittergourd yellow vein virus
Black currant waikavirus A
Black medic leaf roll virus
Black raspberry necrosis virus
Blackberry chlorotic ringspot virus
Blackberry leaf mottle associated virus
Blackberry mosaic virus
Blackberry vein banding ass.virus
Blackberry virus E
Blackberry virus S
Blackberry virus Y
Blackberry yellow vein-ass. virus
Blackcurrant closterovirus 1
Blackcurrant idaeovirus
Blackcurrant leaf chlorosis asociated virus
Blackcurrant reversion virus
Blackeye cowpea mosaic virus
Blackgram mottle virus
Blainvillea yellow spot virus
Blechnum interveinal chlorosis virus
Blendi yellow vein mosaic Delhi virus
Blue squill A virus
Blueberry fruit drop-associated virus
Blueberry latent spherical virus
Blueberry latent virus
Blueberry leaf mottle virus
Blueberry mosaic associated ophiovirus
Blueberry necrotic ring blotch virus
Blueberry red ringspot virus
Blueberry scorch virus
Blueberry shock virus
Blueberry shoestring virus
Blueberry virus A
Boerhavia yellow spot virus
Bougainvillea chlorotic veinbanding virus
Brassica campestris chrysovirus
Broad bean mottle virus
Broad bean necrosis virus
Broad bean stain virus
Broad bean true mosaic virus
Broad bean wilt virus 1
Broad bean wilt virus 2
Broccoli necrotic yellows cytorhabdovirus
Brome mosaic virus
Brome streak mosaic
Brome streak mosaic virus
Bromus catharticus striate mosaic virus
Brugmansia mild mottle virus
Brugmansia mosaic virus
Brugmansia suavolens mottle virus
Burdock mottle virus
Burdock yellows virus
Butterbur mosaic virus
Butterfly flower mosaic virus
Cacao bacilliform SriLanka virus
Cacao red vein-banding virus
Cacao swollen shoot virus
Cacao yellow mosaic virus
Cactus mild mottle virus
Cactus mild mottle virus
Cactus virus 2
Cactus virus X
Caladium virus X
Calanthe mild mosaic virus
Calapo yellow mosaic virus
Calibrachoa mottle virus
Calla lilly latent virus
Calla lily chlorotic spot virus
Callistephus chinensis chlorosis virus
Callistephus mottle virus
Calopogonium yellow vein virus
Camellia chlorotic dwarf associated virus
Canna yellow mottle virus
Canna yellow streak virus
Caper latent virus
Capsicum chlorosis virus
Capsicum mild mottle virus
Cardamine chlorotic fleck virus
Cardamine latent virus
Cardamon bushy dwarf virus
Cardamon mosaic virus
Carnation Italian ringspot virus
Carnation bacilliform virus
Carnation cryptic virus 1
Carnation etched ring virus
Carnation latent virus
Carnation mottle virus
Carnation necrotic fleck virus
Carnation ringspot virus
Carnation vein mottle virus
Carnation yellow stripe virus
Carrot latent virus
Carrot mottle mimic virus
Carrot mottle virus
Carrot necrotic dieback virus
Carrot red leaf virus
Carrot red leaf virus (NC)
Carrot thin leaf virus
Carrot torrado virus 1
Carrot virus S
Carrot virus Y
Carrot yellow leaf virus
Cassava American latent virus
Cassava brown streak virus
Cassava common mosaic virus
Cassava frogskin-associated virus
Cassava green mottle virus
Cassava mosaic Madagascar virus
Cassava symptomless virus
Cassava vein mosaic virus
Cassava virus X
Cassia mild mosaic virus
Cassia yellow blotch virus
Cassia yellow mosaic-associated virus
Catharanthus mosaic virus
Catharanthus yellow mosaic virus
Caucasus prunus virus
Cauliflower mosaic virus
Celery latent virus
Celery mosaic virus
Centrosema yellow spot virus
Ceratobium mosaic virus
Cereal chlorotic mottle virus
Cereal yellow dwarf virus
Cereal yellow dwarf virus (NC)
Cestrum yellow leaf curling virus
Chayote mosaic virus
Chenopodium leaf curl virus
Chenopodium necrosis virus
Cherry green ring mottle virus
Cherry leaf roll virus
Cherry mottle leaf virus
Cherry necrotic rusty mottle virus
Cherry rasp leaf virus
Cherry rusty mottle virus
Cherry twisted leaf virus
Cherry twisted leaf-associated virus
Cherry virus A
Cherry virus F
Cherry-associated luteovirus
Chickpea chlorotic Australia virus
Chickpea chlorotic Syria virus
Chickpea chlorotic dwarf (Pakistan) virus
Chickpea chlorotic dwarf virus
Chickpea chlorotic stunt virus
Chickpea chlorotic stunt virus (NC)
Chickpea red leaf virus
Chickpea yellows virus
Chicory yellow mottle virus
Chilli leaf curl Kanpur virus
Chilli leaf curl Vellanad virus
Chilli leaf curl virus
Chilli ringspot virus
Chilli veinal mottle virus
Chiltepin yellow mosaic virus
Chinese artichoke mosaic virus
Chinese wheat mosaic virus
Chinese yam necrotic mosaic virus
Chino del tomate virus
Chloris striate mosaic virus
Chondrostereum purpureum cryptic virus 1
Chrysanthemum stem necrosis virus
Chrysanthemum virus B
Chrysanthemum virus R
Citrus chlorotic dwarf associated virus
Citrus chlorotic dwarf associated virus
Citrus chlorotic spot dichorhavirus
Citrus leaf blotch virus
Citrus leaf rugose virus
Citrus leprosis virus C
Citrus leprosis virus C2
Citrus leprosis virus N
Citrus necrotic spot virus
Citrus psorosis virus
Citrus sudden death-associated virus
Citrus tatter leaf virus-Lily
Citrus tristeza virus
Citrus variegation virus
Citrus vein enation virus
Citrus yellow mosaic virus
Citrus yellow vein clearing virus
Clematis chlorotic mottle virus
Cleome leaf crumple virus
Clerodendron golden mosaic virus
Clerodendron yellow mosaic virus
Clerodendrum chlorotic spot dichorhavirus
Clerodendrum golden mosaic China virus
Clerodendrum golden mosaic Jiangsu virus
Clitoria virus Y
Clitoria yellow mottle virus
Clitoria yellow vein virus
Clover yellow mosaic virus
Clover yellow vein virus
Clover yellows virus
Cnidoscolus mosaic leaf deformation virus
Coccinia mosaic Tamil Nadu virus
Coccinia mottle virus
Cocksfoot mild mosaic virus
Cocksfoot mottle virus
Cocksfoot streak virus
Cocoa necrosis virus
Codonopsis vein clearing virus
Coffee ringspot dichorhavirus
Cole latent virus
Coleus vein necrosis virus
Colocasia bobone disease-associated virus
Colombian potato soil-borne virus
Columbian datura virus
Commelina mosaic virus
Commelina virus X
Commelina yellow mottle virus
Common bean mottle virus
Common bean severe mosaic virus
Corchorus golden mosaic virus
Corchorus mottle virus
Corchorus yellow vein Yucatan virus
Corchorus yellow vein virus
Cordyline virus 1
Cordyline virus 2
Cordyline virus 3
Cordyline virus 4
Coriander feathery red vein virus
Cotton chlorotic spot virus
Cotton leaf crumple virus
Cotton leaf curl Alabad virus
Cotton leaf curl Bangalore virus
Cotton leaf curl Burewala virus
Cotton leaf curl Gezira virus
Cotton leaf curl Multan virus
Cotton leafroll dwarf virus
Cotton leafroll dwarf virus (NC)
Cowpea aphid-borne mosaic virus
Cowpea chlorotic mottle virus
Cowpea green vein-banding virus
Cowpea mild mottle virus
Cowpea mosaic virus
Cowpea mottle virus
Cowpea severe mosaic virus
Crassocephalum yellow vein virus
Crimson clover latent virus
Crinum mosaic virus
Croton golden mosaic virus
Croton yellow vein mosaic virus
Cucumber Bulgarian latent virus
Cucumber fruit mottle mosaic virus
Cucumber green mottle mosaic virus
Cucumber leaf spot virus
Cucumber mosaic virus
Cucumber mottle virus
Cucumber necrosis virus
Cucumber soil-borne virus
Cucumber vein clearing virus
Cucumber vein yellowing virus
Cucumber yellows virus
Cucumis melo alphaendornavirus 1
Cucumis melo amalgavirus 1
Cucurbit aphid-borne yellows virus
