Virus Family	Virus Genus	Virus Name	Virus TaxID	Vector Order	Vector Family	Vector Genus	Vector	Vector TaxID	Virus Host	Host TaxID
Tospoviridae	Orthotospovirus	Melon yellow spot virus	89471	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	Chenopodium quinoa	63459
Tospoviridae	Orthotospovirus	Melon yellow spot virus	89471	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	Chenopodium amaranticolor	66262
Tospoviridae	Orthotospovirus	Melon yellow spot virus	89471	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	Torenia fournieri	68875
Tospoviridae	Orthotospovirus	Melon yellow spot virus	89471	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	Benincasa hispida	102211
Tospoviridae	Orthotospovirus	Melon yellow spot virus	89471	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	Vigna unguiculata subsp. sesquipedalis	138955
Tospoviridae	Orthotospovirus	Melon yellow spot virus	89471	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	Beta vulgaris	161934
Tospoviridae	Orthotospovirus	Melon yellow spot virus	89471	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	Gomphrena globosa	221775
Tospoviridae	Orthotospovirus	Melon yellow spot virus	89471	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	Citrullus lanatus subsp. vulgaris	260674
Tospoviridae	Orthotospovirus	Melon yellow spot virus	89471	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	Abelmoschus esculentus	455045
Solemoviridae	Polerovirus	Cucurbit aphid-borne yellows virus	91753	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Cucurbita	3660
Solemoviridae	Polerovirus	Cucurbit aphid-borne yellows virus	91753	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Cucurbita	3660
Solemoviridae	Polerovirus	Sugarcane yellow leaf virus	94290	Hemiptera	Aphididae	Melanaphis	Melanaphis sacchari	742174	Saccharum officinarum	4547
Geminiviridae	Begomovirus	Dicliptera yellow mottle virus	94700	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Dicliptera	76361
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea batatas	4120
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea purpurea	4121
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea cordatotriloba	35882
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea nil	35883
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea trifida	35884
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea alba	89634
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea aquatica	89636
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea lacunosa	89647
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea lobata	89650
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea setosa	89662
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea tiliacea	129209
Geminiviridae	Begomovirus	Sweet potato leaf curl virus	100755	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ipomoea carnea subsp. fistulosa	693375
Closteroviridae	Crinivirus	Potato yellow vein virus	103881	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes vaporariorum	88556	Solanum tuberosum subsp. andigenum	80418
Potyviridae	Potyvirus	Beet mosaic virus	114921	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Spinacia oleracea	3562
Potyviridae	Potyvirus	Beet mosaic virus	114921	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Beta vulgaris	161934
Geminiviridae	Begomovirus	Rhynchosia golden mosaic virus	117198	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Glycine max	3847
Geminiviridae	Begomovirus	Rhynchosia golden mosaic virus	117198	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Rhynchosia	132460
Geminiviridae	Begomovirus	Tomato yellow leaf curl Sardinia virus	123735	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Capsicum annuum	4072
Geminiviridae	Begomovirus	Tomato yellow leaf curl Sardinia virus	123735	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Datura stramonium	4076
Geminiviridae	Begomovirus	Tomato yellow leaf curl Sardinia virus	123735	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Solanum lycopersicum	4081
Geminiviridae	Begomovirus	Tomato yellow leaf curl Sardinia virus	123735	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Nicotiana tabacum	4097
Geminiviridae	Begomovirus	Tomato yellow leaf curl Sardinia virus	123735	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Nicotiana benthamiana	4100
Geminiviridae	Begomovirus	Tomato yellow leaf curl Sardinia virus	123735	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Solanum nigrum	4112
Geminiviridae	Begomovirus	Tomato yellow leaf curl Sardinia virus	123735	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sinapis arvensis	29728
Geminiviridae	Begomovirus	Tomato yellow leaf curl Sardinia virus	123735	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Malva parviflora	145753
Geminiviridae	Begomovirus	Tomato yellow leaf curl Sardinia virus	123735	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cynanchum acutum	185024
Solemoviridae	Polerovirus	Beet chlorosis virus	131082	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Spinacia oleracea	3562
Solemoviridae	Polerovirus	Beet chlorosis virus	131082	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Capsella bursa-pastoris	3719
Solemoviridae	Polerovirus	Beet chlorosis virus	131082	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Beta vulgaris	161934
Solemoviridae	Polerovirus	Beet chlorosis virus	131082	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Spergula arvensis	325515
Solemoviridae	Polerovirus	Beet chlorosis virus	131082	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Blitum capitatum	669655
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Spinacia oleracea	3562
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Citrullus lanatus	3654
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Cucumis sativus	3659
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Cucurbita pepo	3663
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Brassica napus subsp. rapifera	3709
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Brassica nigra	3710
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Brassica oleracea var. botrytis	3715
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Brassica oleracea var. capitata	3716
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Crambe hispanica subsp. abyssinica	3721
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Raphanus sativus	3726
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Cicer arietinum	3827
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Glycine max	3847
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Pisum sativum	3888
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Trifolium subterraneum	3900
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Vicia faba	3906
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Capsicum annuum	4072
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Solanum lycopersicum	4081
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Helianthus annuus	4232
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Lactuca sativa	4236
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Brassica rapa subsp. rapa	51350
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Phlox drummondii	103529
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Brassica napus var. napus	138011
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Beta vulgaris	161934
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Spinacia oleracea	3562
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Citrullus lanatus	3654
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Cucumis sativus	3659
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Cucurbita pepo	3663
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Brassica napus subsp. rapifera	3709
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Brassica nigra	3710
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Brassica oleracea var. botrytis	3715
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Brassica oleracea var. capitata	3716
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Crambe hispanica subsp. abyssinica	3721
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Raphanus sativus	3726
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Cicer arietinum	3827
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Glycine max	3847
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Pisum sativum	3888
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Trifolium subterraneum	3900
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Vicia faba	3906
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Capsicum annuum	4072
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Solanum lycopersicum	4081
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Helianthus annuus	4232
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Lactuca sativa	4236
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Brassica rapa subsp. rapa	51350
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Phlox drummondii	103529
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Brassica napus var. napus	138011
Solemoviridae	Polerovirus	Turnip yellows virus	131083	Hemiptera	Aphididae	Brevicoryne	Brevicoryne brassicae	69196	Beta vulgaris	161934
Geminiviridae	Begomovirus	Cucurbit leaf crumple virus	134681	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Citrullus lanatus	3654
Geminiviridae	Begomovirus	Cucurbit leaf crumple virus	134681	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis melo var. inodorus	357961
Rhabdoviridae	Cytorhabdovirus	Strawberry crinkle virus	135656	Hemiptera	Aphididae	Chaetosiphon	Chaetosiphon fragaefolii	527630	NA	NA
Rhabdoviridae	Cytorhabdovirus	Strawberry crinkle virus	135656	Hemiptera	Aphididae	Chaetosiphon	Chaetosiphon thomasi	576551	NA	NA
Rhabdoviridae	Cytorhabdovirus	Strawberry crinkle virus	135656	Hemiptera	Aphididae	Chaetosiphon	Chaetosiphon tetrarhodum	1898144	NA	NA
Potyviridae	Ipomovirus	Cucumber vein yellowing virus	137475	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis sativus	3659
Potyviridae	Ipomovirus	Cassava brown streak virus	137758	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Manihot esculenta	3983
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Cucurbita	3660
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Cucurbita pepo var. melopepo	3665
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Pisum sativum	3888
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Vanilla	51238
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Orchis	59331
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Citrullus lanatus subsp. vulgaris	260674
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Habenaria radiata	342001
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis craccivora	307492	Cucurbita	3660
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis craccivora	307492	Cucurbita pepo var. melopepo	3665
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis craccivora	307492	Pisum sativum	3888
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis craccivora	307492	Vanilla	51238
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis craccivora	307492	Orchis	59331
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis craccivora	307492	Citrullus lanatus subsp. vulgaris	260674
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	Hemiptera	Aphididae	Aphis	Aphis craccivora	307492	Habenaria radiata	342001
Closteroviridae	Ampelovirus	Little cherry virus 2	154339	Hemiptera	Pseudococcidae	Phenacoccus	Phenacoccus aceris	490929	Prunus avium	42229
Solemoviridae	Polerovirus	Beet mild yellowing virus	156690	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Spinacia oleracea	3562
Solemoviridae	Polerovirus	Beet mild yellowing virus	156690	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Capsella bursa-pastoris	3719
Solemoviridae	Polerovirus	Beet mild yellowing virus	156690	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Crambe hispanica subsp. abyssinica	3721
Solemoviridae	Polerovirus	Beet mild yellowing virus	156690	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Stellaria media	13274
Solemoviridae	Polerovirus	Beet mild yellowing virus	156690	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Claytonia perfoliata	46146
Solemoviridae	Polerovirus	Beet mild yellowing virus	156690	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Senecio vulgaris	76276
Solemoviridae	Polerovirus	Beet mild yellowing virus	156690	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Beta vulgaris	161934
Solemoviridae	Polerovirus	Beet mild yellowing virus	156690	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Spergula arvensis	325515
Geminiviridae	Begomovirus	Tomato severe rugose virus	158463	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Capsicum frutescens	4073
Geminiviridae	Begomovirus	Tomato severe rugose virus	158463	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Solanum lycopersicum	4081
Geminiviridae	Begomovirus	Tomato severe rugose virus	158463	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Capsicum baccatum	33114
Geminiviridae	Begomovirus	Sri Lankan cassava mosaic virus	161378	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	NA	NA
Tospoviridae	Orthotospovirus	Capsicum chlorosis virus	163325	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	Solanum lycopersicum	4081
Tospoviridae	Orthotospovirus	Capsicum chlorosis virus	163325	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	Nicotiana benthamiana	4100
Tospoviridae	Orthotospovirus	Capsicum chlorosis virus	163325	Thysanoptera	Thripidae	Frankliniella	Frankliniella schultzei	407010	Solanum lycopersicum	4081
Tospoviridae	Orthotospovirus	Capsicum chlorosis virus	163325	Thysanoptera	Thripidae	Frankliniella	Frankliniella schultzei	407010	Nicotiana benthamiana	4100
Potyviridae	Potyvirus	Moroccan watermelon mosaic virus	167129	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucurbita pepo var. melopepo	3665
Geminiviridae	Begomovirus	Macroptilium yellow mosaic virus	169865	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Macroptilium lathyroides	260885
Geminiviridae	Begomovirus	Tobacco curly shoot virus	180526	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Solanum lycopersicum	4081
Geminiviridae	Begomovirus	Tomato yellow leaf curl China virus	185793	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Solanum lycopersicum	4081
Geminiviridae	Begomovirus	Tomato yellow leaf curl China virus	185793	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Nicotiana tabacum	4097
Geminiviridae	Begomovirus	Tomato yellow leaf curl China virus	185793	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sigesbeckia orientalis	185191
Spinareoviridae	Fijivirus	Mal de Rio Cuarto virus	185954	Hemiptera	Delphacidae	Delphacodes	Delphacodes kuscheli	1032455	Avena sativa	4498
Spinareoviridae	Fijivirus	Mal de Rio Cuarto virus	185954	Hemiptera	Delphacidae	Delphacodes	Delphacodes kuscheli	1032455	Sorghum bicolor	4558
Spinareoviridae	Fijivirus	Mal de Rio Cuarto virus	185954	Hemiptera	Delphacidae	Delphacodes	Delphacodes kuscheli	1032455	Triticum aestivum	4565
Spinareoviridae	Fijivirus	Mal de Rio Cuarto virus	185954	Hemiptera	Delphacidae	Delphacodes	Delphacodes kuscheli	1032455	Zea mays	4577
Geminiviridae	Begomovirus	Eupatorium yellow vein mosaic virus	186637	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Eupatorium makinoi	103754
Geminiviridae	Begomovirus	Begomovirus agerati	188333	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ageratum conyzoides	68299
Geminiviridae	Begomovirus	Sida mottle virus	191460	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida	108335
Geminiviridae	Begomovirus	Sida yellow mosaic virus	191463	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida	108335
Solemoviridae	Polerovirus	Tobacco vein distorting virus	192203	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Nicotiana tabacum	4097
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	7029	Cicer arietinum	3827
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	7029	Lathyrus odoratus	3859
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	7029	Lens culinaris	3864
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	7029	Pisum sativum	3888
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	7029	Vicia faba	3906
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	7029	Vicia sativa	3908
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	7029	Trifolium incarnatum	60916
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	7029	Medicago arabica	70936
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Cicer arietinum	3827
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Lathyrus odoratus	3859
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Lens culinaris	3864
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Pisum sativum	3888
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Vicia faba	3906
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Vicia sativa	3908
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Trifolium incarnatum	60916
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Medicago arabica	70936
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum padi	40932	Cicer arietinum	3827
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum padi	40932	Lathyrus odoratus	3859
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum padi	40932	Lens culinaris	3864
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum padi	40932	Pisum sativum	3888
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum padi	40932	Vicia faba	3906
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum padi	40932	Vicia sativa	3908
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum padi	40932	Trifolium incarnatum	60916
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum padi	40932	Medicago arabica	70936
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aulacorthum	Aulacorthum solani	202456	Cicer arietinum	3827
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aulacorthum	Aulacorthum solani	202456	Lathyrus odoratus	3859
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aulacorthum	Aulacorthum solani	202456	Lens culinaris	3864
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aulacorthum	Aulacorthum solani	202456	Pisum sativum	3888
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aulacorthum	Aulacorthum solani	202456	Vicia faba	3906
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aulacorthum	Aulacorthum solani	202456	Vicia sativa	3908
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aulacorthum	Aulacorthum solani	202456	Trifolium incarnatum	60916
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aulacorthum	Aulacorthum solani	202456	Medicago arabica	70936
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Cicer arietinum	3827
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Lathyrus odoratus	3859
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Lens culinaris	3864
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Pisum sativum	3888
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Vicia faba	3906
Solemoviridae	Enamovirus	Pea enation mosaic virus 1	193121	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Vicia sativa	3908
