Virus Family	Virus Genus	Virus Name	Virus TaxID	Vector Order	Vector Family	Vector Genus	Vector	Vector TaxID	Virus Host	Host TaxID
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Prunus avium	42229
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Gladiolus	49747
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Daphne	66679
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Vaccinium corymbosum	69266
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Bacopa	90645
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Prunus serrulata	97321
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Phlox subulata	103544
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Impatiens walleriana	127142
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Pueraria montana	132459
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Prunus incisa	137206
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Rubus plicatus	211815
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Malus pumila	283210
Secoviridae	Nepovirus	Tobacco ringspot virus	12282	Coleoptera	Chrysomelidae	Epitrix	Epitrix hirtipennis	1191539	Prunus serrula	1358727
Nodaviridae	Alphanodavirus	Flock House virus	12287	Coleoptera	Scarabaeidae	Costelytra	Costelytra zealandica	50579	Hordeum vulgare	4513
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Spinacia oleracea	3562
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Capsicum annuum	4072
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Solanum lycopersicum	4081
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Nicotiana tabacum	4097
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Solanum tuberosum	4113
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Stellaria media	13274
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Tulipa	13305
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Narcissus pseudonarcissus	39639
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Bidens pilosa	42337
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cynara cardunculus var. scolymus	59895
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Hyacinthus	82024
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Viola arvensis	97415
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Beta vulgaris	161934
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Spinacia oleracea	3562
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Capsicum annuum	4072
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Solanum lycopersicum	4081
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Nicotiana tabacum	4097
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Solanum tuberosum	4113
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Stellaria media	13274
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Tulipa	13305
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Narcissus pseudonarcissus	39639
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Bidens pilosa	42337
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Cynara cardunculus var. scolymus	59895
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Hyacinthus	82024
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Viola arvensis	97415
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	Lepidoptera	Sphingidae	Manduca	Manduca sexta	7130	Beta vulgaris	161934
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	Hemiptera	Aphididae	Macrosiphum	Macrosiphum euphorbiae	13131	Cucumis melo	3656
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	Hemiptera	Aphididae	Macrosiphum	Macrosiphum euphorbiae	13131	Cucurbita pepo	3663
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	Hemiptera	Aphididae	Macrosiphum	Macrosiphum euphorbiae	13131	Nicotiana tabacum	4097
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Cucumis melo	3656
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Cucurbita pepo	3663
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Nicotiana tabacum	4097
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Cucumis melo	3656
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Cucurbita pepo	3663
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Nicotiana tabacum	4097
Bromoviridae	Cucumovirus	Peanut stunt virus	12313	Diptera	Sciaridae	Bradysia	Bradysia impatiens	335710	Vigna unguiculata	3917
Bromoviridae	Cucumovirus	Peanut stunt virus	12313	Diptera	Sciaridae	Bradysia	Bradysia impatiens	335710	Nicotiana tabacum	4097
Bromoviridae	Cucumovirus	Peanut stunt virus	12313	Diptera	Sciaridae	Bradysia	Bradysia impatiens	335710	Nicotiana clevelandii	81866
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Cicer arietinum	3827
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Glycine max	3847
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Lens culinaris	3864
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Lupinus	3869
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Medicago sativa	3879
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Phaseolus vulgaris	3885
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Pisum sativum	3888
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Vigna radiata var. radiata	3916
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Vigna unguiculata	3917
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Apium graveolens	4045
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Capsicum annuum	4072
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Solanum lycopersicum	4081
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Nicotiana tabacum	4097
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Solanum tuberosum	4113
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Lactuca sativa	4236
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Philadelphus	23113
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Lablab purpureus	35936
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Caryopteris incana	41386
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Trifolium incarnatum	60916
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Astragalus glycyphyllos	83862
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Viburnum opulus	85293
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Malva parviflora	145753
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Teramnus repens	157662
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Cicer arietinum	3827
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Glycine max	3847
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Lens culinaris	3864
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Lupinus	3869
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Medicago sativa	3879
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Phaseolus vulgaris	3885
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Pisum sativum	3888
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Vigna radiata var. radiata	3916
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Vigna unguiculata	3917
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Apium graveolens	4045
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Capsicum annuum	4072
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Solanum lycopersicum	4081
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Nicotiana tabacum	4097
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Solanum tuberosum	4113
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Lactuca sativa	4236
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Philadelphus	23113
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Lablab purpureus	35936
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Caryopteris incana	41386
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Trifolium incarnatum	60916
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Astragalus glycyphyllos	83862
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Viburnum opulus	85293
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Malva parviflora	145753
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Hemiptera	Aphididae	Aphis	Aphis glycines	307491	Teramnus repens	157662
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Cicer arietinum	3827
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Glycine max	3847
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Lens culinaris	3864
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Lupinus	3869
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Medicago sativa	3879
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Phaseolus vulgaris	3885
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Pisum sativum	3888
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Vigna radiata var. radiata	3916
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Vigna unguiculata	3917
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Apium graveolens	4045
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Capsicum annuum	4072
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Solanum lycopersicum	4081
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Nicotiana tabacum	4097
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Solanum tuberosum	4113
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Lactuca sativa	4236
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Philadelphus	23113
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Lablab purpureus	35936
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Caryopteris incana	41386
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Trifolium incarnatum	60916
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Astragalus glycyphyllos	83862
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Viburnum opulus	85293
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Malva parviflora	145753
Bromoviridae	Alfamovirus	Alfamovirus AMV	12321	Thysanoptera	Thripidae	Odontothrips	Odontothrips loti	670468	Teramnus repens	157662
Nanoviridae	Babuvirus	Banana bunchy top virus	12585	Hemiptera	Aphididae	Pentalonia	Pentalonia nigronervosa	693967	Musa acuminata	4641
Nanoviridae	Babuvirus	Banana bunchy top virus	12585	Hemiptera	Aphididae	Pentalonia	Pentalonia nigronervosa	693967	Musa x paradisiaca	89151
Tospoviridae	Orthotospovirus	Groundnut ringspot virus	12675	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Arachis hypogaea	3818
Tospoviridae	Orthotospovirus	Groundnut ringspot virus	12675	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Arachis hypogaea	3818
Tospoviridae	Orthotospovirus	Groundnut ringspot virus	12675	Thysanoptera	Thripidae	Frankliniella	Frankliniella schultzei	407010	Arachis hypogaea	3818
Tospoviridae	Orthotospovirus	Groundnut ringspot virus	12675	Thysanoptera	Thripidae	Frankliniella	Frankliniella gemina	2872545	Arachis hypogaea	3818
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Daucus carota	4039
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Pastinaca sativa	4041
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Apium graveolens	4045
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Coriandrum sativum	4047
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Anthriscus cerefolium	40888
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Heracleum sphondylium	40919
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Anethum graveolens	40922
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Aethusa cynapium	40954
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Anthriscus sylvestris	48027
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Torilis japonica	49576
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Chaerophyllum temulum	105274
Secoviridae	Sequivirus	Parsnip yellow fleck virus	12777	Hemiptera	Aphididae	Cavariella	Cavariella aegopodii	330421	Oenanthe aquatica	305795
Potyviridae	Potyvirus	Sweet potato feathery mottle virus	12844	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Ipomoea batatas	4120
Potyviridae	Potyvirus	Sweet potato feathery mottle virus	12844	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Ipomoea nil	35883
Potyviridae	Potyvirus	Sweet potato feathery mottle virus	12844	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Ipomoea batatas	4120
Potyviridae	Potyvirus	Sweet potato feathery mottle virus	12844	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Ipomoea nil	35883
Potyviridae	Potyvirus	Sweet potato feathery mottle virus	12844	Hemiptera	Aphididae	Lipaphis	Lipaphis erysimi	223995	Ipomoea batatas	4120
Potyviridae	Potyvirus	Sweet potato feathery mottle virus	12844	Hemiptera	Aphididae	Lipaphis	Lipaphis erysimi	223995	Ipomoea nil	35883
Potyviridae	Potyvirus	Sweet potato feathery mottle virus	12844	Hemiptera	Aphididae	Aphis	Aphis craccivora	307492	Ipomoea batatas	4120
Potyviridae	Potyvirus	Sweet potato feathery mottle virus	12844	Hemiptera	Aphididae	Aphis	Aphis craccivora	307492	Ipomoea nil	35883
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Vigna unguiculata	3917
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Capsicum annuum	4072
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Capsicum frutescens	4073
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Solanum lycopersicum	4081
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Solanum tuberosum	4113
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Vigna unguiculata	3917
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Capsicum annuum	4072
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Capsicum frutescens	4073
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Solanum lycopersicum	4081
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella intonsa	163893	Solanum tuberosum	4113
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella schultzei	407010	Vigna unguiculata	3917
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella schultzei	407010	Capsicum annuum	4072
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella schultzei	407010	Capsicum frutescens	4073
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella schultzei	407010	Solanum lycopersicum	4081
Tospoviridae	Orthotospovirus	Tomato chlorotic spot virus	12851	Thysanoptera	Thripidae	Frankliniella	Frankliniella schultzei	407010	Solanum tuberosum	4113
Pospiviroidae	Pospiviroid	Potato spindle tuber viroid	12892	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Solanum lycopersicum	4081
Pospiviroidae	Pospiviroid	Potato spindle tuber viroid	12892	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Solanum tuberosum	4113
Pospiviroidae	Apscaviroid	Apple scar skin viroid	12895	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes vaporariorum	88556	Malus domestica	3750
Geminiviridae	Begomovirus	Tomato leaf curl virus	28350	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Datura stramonium	4076
Geminiviridae	Begomovirus	Tomato leaf curl virus	28350	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Solanum lycopersicum	4081
Geminiviridae	Begomovirus	Tomato leaf curl virus	28350	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Nicotiana tabacum	4097
Geminiviridae	Begomovirus	Tomato leaf curl virus	28350	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Malva parviflora	145753
Geminiviridae	Begomovirus	Tomato leaf curl virus	28350	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cynanchum acutum	185024
Caulimoviridae	Badnavirus	Cacao swollen shoot virus	31559	Hemiptera	Pseudococcidae	Ferrisia	Ferrisia virgata	223228	Theobroma cacao	3641
Geminiviridae	Begomovirus	Indian cassava mosaic virus	31600	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Manihot esculenta	3983
Geminiviridae	Begomovirus	Bean calico mosaic virus	31602	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Phaseolus	3883
Geminiviridae	Begomovirus	Bean calico mosaic virus	31602	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Nicotiana tabacum	4097
Geminiviridae	Begomovirus	Bean calico mosaic virus	31602	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Nicotiana benthamiana	4100
Geminiviridae	Begomovirus	Bean calico mosaic virus	31602	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Phaseolus acutifolius	33129
Geminiviridae	Begomovirus	Bean calico mosaic virus	31602	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Malva parviflora	145753
Closteroviridae	Crinivirus	Lettuce infectious yellows virus	31713	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Citrullus lanatus	3654
Closteroviridae	Crinivirus	Lettuce infectious yellows virus	31713	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis melo	3656
Closteroviridae	Crinivirus	Lettuce infectious yellows virus	31713	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucurbita maxima	3661
Closteroviridae	Crinivirus	Lettuce infectious yellows virus	31713	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucurbita moschata	3662
Closteroviridae	Crinivirus	Lettuce infectious yellows virus	31713	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucurbita pepo	3663
